Mr,DAug,DAgr,DAri,DAiz,DBug,DBgr,DBri,DBiz,DCug,DCgr,DCri,DCiz
12.73999999999991,0.4740722329187564,0.0019344284770376231,-0.06264981388723444,-0.10986966315211472,0.16963860144116785,-0.0781787062724979,-0.09499671105918106,0.032784982029759914,0.18983923385738688,-0.07521839358137947,-0.1335930427933613,-0.1784341373284757
12.75999999999991,0.47649229583697106,0.006687913530313897,-0.05937378274221175,-0.10763288298440599,0.1733692370732092,-0.07478263005263075,-0.09274341033227511,0.03692544292566278,0.19576907714537584,-0.07056356788095863,-0.13124769001829079,-0.1760700145025176
12.779999999999909,0.4788944251869457,0.011457959646473406,-0.05607643779737667,-0.1053997258964376,0.17709987270525057,-0.07138655383276361,-0.09049010960536916,0.04106590382156564,0.2016989204333648,-0.0659087421805378,-0.12888024570417367,-0.1737058916765595
12.799999999999908,0.48127892799661615,0.016244741136578277,-0.05275735755761507,-0.10317017433931934,0.18083050833729192,-0.06799047761289648,-0.0882368088784632,0.04520636471746851,0.20762876372135372,-0.06125391648011697,-0.12649007357643816,-0.17134176885060143
12.819999999999908,0.4836461033191897,0.021048435391127437,-0.049416106449637384,-0.10094421090537262,0.18456114396933326,-0.06459440139302933,-0.08598350815155727,0.04934682561337137,0.21355860700934268,-0.05659909077969614,-0.12407650621806288,-0.16897764602464332
12.839999999999907,0.48599624250549767,0.02586922295676244,-0.04605223415474246,-0.09872181832654482,0.1882917796013746,-0.06119832517316219,-0.08373020742465132,0.053487286509274236,0.21948845029733163,-0.051944265079275305,-0.12163884289288171,-0.16661352319868522
12.859999999999907,0.4883296294649964,0.03070728761544748,-0.04266527490036325,-0.0965029794728464,0.19202241523341598,-0.057802248953295055,-0.08147690669774536,0.05762774740517711,0.2254182935853206,-0.04728943937885447,-0.1191763471692844,-0.16424940037272712
12.879999999999907,0.49064654091596754,0.03556281646622184,-0.039254746707238844,-0.09428767735081046,0.19575305086545733,-0.05440617273342791,-0.07922360597083941,0.06176820830107997,0.23134813687330952,-0.04263461367843364,-0.11668824432147465,-0.161885277546769
12.899999999999906,0.4929472466254365,0.04043600000962767,-0.035820150588768,-0.0920758951019742,0.19948368649749867,-0.05101009651356077,-0.07697030524393346,0.06590866919698284,0.23727798016129847,-0.037979787978012804,-0.11417371848229417,-0.15952115472081094
12.919999999999906,0.49523200963930497,0.04532703223492095,-0.032360969698778407,-0.08986761600138224,0.20321432212954005,-0.04761402029369363,-0.07471700451702752,0.0700491300928857,0.24320782344928743,-0.03332496227759197,-0.1116319095179529,-0.15715703189485283
12.939999999999905,0.4975010865031588,0.05023611071017841,-0.028876668423590688,-0.08766282345611098,0.2069449577615814,-0.04421794407382649,-0.07246370379012157,0.07418959098878856,0.2491376667372764,-0.028670136577171133,-0.10906190959072908,-0.15479290906889473
12.959999999999905,0.49975472747419664,0.05516343667541913,-0.0253666914138611,-0.0854615010038141,0.21067559339362274,-0.04082186785395935,-0.07021040306321562,0.07833005188469143,0.25506751002526534,-0.0240153108767503,-0.10646275937069508,-0.15242878624293663
12.979999999999905,0.5019931767246943,0.06010921513886462,-0.021830462551247758,-0.0832636323112883,0.21440622902566409,-0.03742579163409221,-0.06795710233630967,0.0824705127805943,0.2609973533132543,-0.019360485176329465,-0.10383344385164953,-0.15006466341697855
12.999999999999904,0.5042166725373989,0.06507365497646815,-0.01826738384445618,-0.08106920117305962,0.21813686465770546,-0.034029715414225066,-0.06570380160940371,0.08661097367649716,0.2669271966012432,-0.014705659475908631,-0.10117288771950814,-0.14770054059102045
13.019999999999904,0.5064254474932296,0.0700569690348494,-0.014676834248673845,-0.07887819150998916,0.2218675002897468,-0.030633639194357926,-0.06345050088249778,0.09075143457240002,0.27285703988923216,-0.010050833775487798,-0.09847995021321679,-0.14533641776506234
13.039999999999903,0.5086197286516393,0.07505937423777863,-0.011058168401794013,-0.07669058736789869,0.22559813592178815,-0.027237562974490787,-0.06119720015559182,0.09489189546830289,0.2787868831772211,-0.005396008075066965,-0.09575341940852525,-0.14297229493910424
13.059999999999903,0.5107997377239712,0.08008109169636059,-0.007410715270145985,-0.07450637291621515,0.22932877155382952,-0.023841486754623647,-0.05894389942868587,0.09903235636420575,0.28471672646521007,-0.0007411823746461306,-0.09299200584336882,-0.14060817211314613
